Lat,Lon,Times_exceeded
52.291,21.0,2.0
52.239,21.133,2.0
52.299,20.885,2.0
52.229,20.965,2.0
52.211,20.763,2.0
52.236,21.059,2.0
52.264,21.004,2.0
52.173,21.053,2.0
52.224,21.21,2.0
52.362,20.835,2.0
52.187,20.966,2.0
52.145,20.909,2.0
52.224,21.205,2.0
52.18,20.88,2.0
52.147,21.04,2.0
52.295,21.082,2.0
52.224,20.975,2.0
52.365,20.836,2.0
52.211,20.754,2.0
52.322,21.104,2.0
52.366,20.837,2.0
52.13,20.966,2.0
52.204,20.926,2.0
52.146,20.912,2.0
52.163,21.108,2.0
52.166,21.026,2.0
52.204,21.078,2.0
52.224,21.024,2.0
52.26,21.046,2.0
52.126,21.103,2.0
52.268,20.936,2.0
52.341,21.029,2.0
52.202,20.985,2.0
52.216,21.094,2.0
52.274,21.065,2.0
52.298,21.013,2.0
52.162,21.086,2.0
52.336,21.029,2.0
52.278,20.923,2.0
52.2,21.024,2.0
52.194,21.042,2.0
52.131,21.018,2.0
52.217,20.962,2.0
52.168,21.223,2.0
52.241,20.926,2.0
52.308,21.07,2.0
52.116,20.892,2.0
52.23,21.069,2.0
52.307,20.93,2.0
52.239,21.152,2.0
52.229,21.139,2.0
52.143,20.907,2.0
52.226,20.945,2.0
52.247,21.048,2.0
52.213,20.971,2.0
52.151,21.028,2.0
52.226,21.014,2.0
52.05,21.067,2.0
52.199,21.051,2.0
52.274,21.015,2.0
52.332,21.03,2.0
52.078,20.877,2.0
52.117,20.985,2.0
52.218,21.021,2.0
52.049,21.069,2.0
52.216,20.961,2.0
