         147166893 function calls (146345743 primitive calls) in 87.151 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/_typing/_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/encodings/idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/polynomial/hermite_e.py:1(<module>)
     1713    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:868(__eq__)
      176    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:2752(replace)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:1(<module>)
      162    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/lexer.py:290(test_any)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/idtracking.py:1(<module>)
      500    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:831(__setattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/webbrowser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/reshape/pivot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/formats/info.py:1(<module>)
     1764    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:109(__init__)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/computation/expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/six.py:1(<module>)
      249    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:1451(_output_child_pre)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/base.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:473(__prepare__)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/urllib3/exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/arrays/_mixins.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:2914(<dictcomp>)
      649    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/datetimes.py:106(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:1164(IntervalDtype)
      238    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:82(opengroup)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/pickle.py:1(<module>)
     3949    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/runtime.py:894(__bool__)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/polynomial/hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/computation/scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/reshape/melt.py:1(<module>)
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.11/functools.py:518(decorating_function)
     1827    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/nodes.py:470(as_const)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/sql.py:1(<module>)
       64    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/ops/common.py:37(wrapper)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/plotting/_core.py:639(PlotAccessor)
       16    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/window/doc.py:93(window_agg_numba_parameters)
      720    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1096(__new__)
     2578    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1338(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/resources/readers.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/arrayprint.py:1595(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/lzma.py:1(<module>)
1762/1482    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/nodes.py:103(Node)
     1962    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_strptime.py:238(pattern)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/_adapters.py:1(<module>)
      265    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:307(_class_escape)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1581(copy_with)
     3949    0.000    0.000    0.000    0.000 <string>:278(<lambda>)
      788    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:2265(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/lib/polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/folium/features.py:1331(Choropleth)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/base.py:1(<module>)
     3555    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/markupsafe/__init__.py:29(Markup)
       18    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/arrayprint.py:506(wrapper)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/arrays/floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/__init__.py:32(message_from_string)
        8    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/nanops.py:68(__init__)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/parser.py:1(<module>)
      705    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:281(visit_Name)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ssl.py:461(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:2189(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/asyncio/timeouts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/http/cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/category.py:1(<module>)
       61    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1820(__init_subclass__)
      787    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       49    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/ma/core.py:131(get_object_signature)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      921    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1632(__eq__)
       98    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:141(__exit__)
       23    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/nanops.py:70(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/request.py:939(AbstractBasicAuthHandler)
     2309    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:2969(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/dataclasses.py:528(_init_fn)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:780(exec_module)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:869(__new__)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/_testing/asserters.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/branca/utilities.py:412(_parse_size)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/interval.py:159(IntervalIndex)
       12    0.000    0.000    0.000    0.000 {built-in method io.open}
      303    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:2530(overload)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/arrays/masked.py:107(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/html/entities.py:1(<module>)
     1324    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.11/dataclasses.py:624(_cmp_fn)
       15    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1596(pandas_dtype)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/window/ewm.py:133(ExponentialMovingWindow)
       26    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/ma/core.py:6855(__init__)
       71    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:265(getuntil)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/asyncio/sslproto.py:78(_SSLProtocolTransport)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/__init__.py:795(joinpath)
       84    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
      101    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1624(<genexpr>)
       18    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/arrayprint.py:1588(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/charset_normalizer/models.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/__init__.py:168(fullmatch)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:505(_from_parts)
       64    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/ops/common.py:43(_unpack_zerodim_and_defer)
       43    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/nodes.py:588(from_untrusted)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/arrays/datetimelike.py:1938(TimelikeOps)
       28    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       26    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/ma/core.py:6860(getdoc)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/dateutil/parser/isoparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/range.py:1(<module>)
      489    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:78(_is_private)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:260(contextmanager)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:485(_parse_args)
      317    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/function_base.py:465(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/errors/__init__.py:1(<module>)
      759    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/abc.py:1(<module>)
  181/139    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:434(_get_literal_prefix)
      552    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/idtracking.py:116(load)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/lib/nanfunctions.py:1(<module>)
       19    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/idtracking.py:291(visit_For)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:1(<module>)
      835    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:166(__setitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1542(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/dateutil/parser/isoparser.py:42(isoparser)
        5    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:84(visitor)
      506    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/idtracking.py:77(ref)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/dateutil/relativedelta.py:1(<module>)
      554    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:47(_is_dunder)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/requests/status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/strings/object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/parquet.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/__init__.py:198(split)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/__init__.py:798(children)
    371/1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/__config__.py:19(_cleanup)
       24    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/_add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
     39/1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/__config__.py:25(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/groupby/generic.py:1329(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/construction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/util/hashing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/requests/status_codes.py:109(_init)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/sas/sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/period.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:2011(__init_subclass__)
     2183    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1663(<genexpr>)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1475(__init__)
      152    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:222(__init__)
       23    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/overrides.py:177(decorator)
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/arrays/arrow/array.py:237(ArrowExtensionArray)
      418    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/lexer.py:292(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/environment.py:1130(Template)
      605    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/_utils/_inspect.py:13(ismethod)
       42    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/ops/docstrings.py:7(make_flex_doc)
      164    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/nodes.py:716(args_as_const)
1069/1058    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/idtracking.py:68(find_ref)
       13    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/computation/expr.py:188(_filter_nodes)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/geopy/geocoders/what3words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:690(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/range.py:66(RangeIndex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/resources/abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/encodings/__init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexers/__init__.py:1(<module>)
       66    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/idtracking.py:120(branch_update)
       24    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/dtypes.py:66(_add_dtype_helper)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/urllib3/util/retry.py:1(<module>)
     3676    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/__init__.py:108(import_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:197(<listcomp>)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1494(__or__)
        5    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/environment.py:1392(make_module)
       52    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/strings/accessor.py:126(_forbid_nonstring_types)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/_testing/_io.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/computation/expr.py:280(disallowed)
       57    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:918(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1194(_gcd_import)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/arraylike.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:55(parse_parts)
      492    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/feedparser.py:218(_parsegen)
      126    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/computation/expr.py:192(<genexpr>)
      416    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:37(_is_descriptor)
       80    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:316(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/window/rolling.py:884(Window)
