         75635515 function calls (74329514 primitive calls) in 42.923 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      538    0.001    0.000    0.017    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/branca/colormap.py:474(__init__)
     9610    0.011    0.000    0.017    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/series.py:6128(_align_for_op)
   199170    0.017    0.000    0.017    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/base.py:363(ndim)
    20801    0.012    0.000    0.017    0.000 <frozen importlib._bootstrap>:405(parent)
    54194    0.016    0.000    0.016    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/base.py:831(_reset_identity)
    43705    0.016    0.000    0.016    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/_config/config.py:617(_select_options)
    13974    0.007    0.000    0.016    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:922(_maybe_infer_dtype_type)
        1    0.000    0.000    0.016    0.016 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/urllib3/util/ssl_.py:1(<module>)
    75204    0.016    0.000    0.016    0.000 {method 'split' of 'str' objects}
    19317    0.013    0.000    0.016    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:581(enter_frame)
       12    0.000    0.000    0.016    0.001 /usr/lib/python3.11/typing.py:1629(copy_with)
    89981    0.016    0.000    0.016    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/managers.py:196(blklocs)
    19339    0.016    0.000    0.016    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/idtracking.py:31(__init__)
    39341    0.015    0.000    0.015    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/lexer.py:340(__bool__)
     5246    0.007    0.000    0.015    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/base.py:7717(<listcomp>)
     5246    0.011    0.000    0.015    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/api.py:106(_get_distinct_objs)
 1526/149    0.006    0.000    0.015    0.000 /usr/lib/python3.11/re/_compiler.py:37(_compile)
        1    0.000    0.000    0.015    0.015 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/urllib3/util/url.py:1(<module>)
    19269    0.015    0.000    0.015    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.015    0.015 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/multiarray.py:1(<module>)
    19220    0.015    0.000    0.015    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/ops/missing.py:131(dispatch_fill_zeros)
    28841    0.014    0.000    0.014    0.000 /usr/lib/python3.11/json/encoder.py:105(__init__)
        1    0.000    0.000    0.014    0.014 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/overrides.py:1(<module>)
      538    0.001    0.000    0.014    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/branca/colormap.py:262(<listcomp>)
    19305    0.010    0.000    0.014    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:608(func)
    97641    0.014    0.000    0.014    0.000 {method 'update' of 'dict' objects}
      538    0.001    0.000    0.014    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/branca/colormap.py:499(<listcomp>)
    43090    0.013    0.000    0.014    0.000 {built-in method _abc._abc_instancecheck}
    15548    0.008    0.000    0.014    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/managers.py:2175(_grouping_func)
    20984    0.010    0.000    0.014    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:230(_can_hold_na)
    36/26    0.000    0.000    0.013    0.001 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/parser.py:253(parse_if)
    57669    0.013    0.000    0.013    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/environment.py:1423(_get_default_module)
        1    0.000    0.000    0.013    0.013 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/branca/colormap.py:64(ColorMap)
        1    0.000    0.000    0.013    0.013 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/environment.py:975(get_template)
        1    0.000    0.000    0.013    0.013 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/environment.py:950(_load_template)
        1    0.000    0.000    0.013    0.013 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/loaders.py:106(load)
        1    0.000    0.000    0.013    0.013 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/arrays/arrow/__init__.py:1(<module>)
    20986    0.010    0.000    0.013    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/base.py:1765(_get_names)
        1    0.000    0.000    0.013    0.013 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexing.py:1(<module>)
    57692    0.013    0.000    0.013    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/folium/utilities.py:330(<genexpr>)
        1    0.000    0.000    0.013    0.013 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/algorithms.py:1(<module>)
   128770    0.013    0.000    0.013    0.000 {built-in method builtins.callable}
    19351    0.010    0.000    0.013    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/idtracking.py:175(__init__)
    77475    0.013    0.000    0.013    0.000 {built-in method fromkeys}
    19652    0.010    0.000    0.013    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/nodes.py:612(as_const)
    45/12    0.006    0.000    0.013    0.001 /usr/lib/python3.11/typing.py:1392(_determine_new_args)
    68150    0.013    0.000    0.013    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/generic.py:695(ndim)
    19248    0.008    0.000    0.013    0.000 /usr/lib/python3.11/collections/__init__.py:1021(__bool__)
    10013    0.005    0.000    0.012    0.000 <frozen codecs>:319(decode)
      751    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
    13974    0.008    0.000    0.012    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/managers.py:291(arrays)
        1    0.000    0.000    0.012    0.012 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/requests/exceptions.py:1(<module>)
    31473    0.012    0.000    0.012    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/concat.py:587(<genexpr>)
        1    0.000    0.000    0.012    0.012 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/arrays/arrow/array.py:1(<module>)
 1628/591    0.002    0.000    0.012    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/optimizer.py:30(generic_visit)
  347/304    0.000    0.000    0.012    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/parser.py:773(parse_postfix)
        1    0.000    0.000    0.012    0.012 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/folium/vector_layers.py:1(<module>)
     5246    0.005    0.000    0.012    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/api.py:102(<listcomp>)
        1    0.000    0.000    0.012    0.012 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/api.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/requests/compat.py:1(<module>)
     9610    0.008    0.000    0.012    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/folium/utilities.py:105(_validate_locations_basics)
     2233    0.004    0.000    0.012    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/range.py:237(_data)
    68248    0.012    0.000    0.012    0.000 {method 'lstrip' of 'str' objects}
    39542    0.011    0.000    0.011    0.000 {built-in method binascii.hexlify}
      270    0.001    0.000    0.011    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/util/_decorators.py:363(decorator)
        1    0.000    0.000    0.011    0.011 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/folium/folium.py:81(Map)
        1    0.000    0.000    0.011    0.011 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/api/__init__.py:1(<module>)
      648    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
    43717    0.011    0.000    0.011    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/_config/config.py:649(_get_deprecated_option)
     1076    0.000    0.000    0.011    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/lexer.py:401(expect)
    10494    0.009    0.000    0.011    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/_asarray.py:108(<setcomp>)
     5246    0.006    0.000    0.011    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/reshape/concat.py:751(<listcomp>)
        1    0.000    0.000    0.011    0.011 /usr/lib/python3.11/urllib/request.py:1(<module>)
    19315    0.010    0.000    0.010    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:277(__init__)
    36/26    0.000    0.000    0.010    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:1295(visit_If)
        1    0.000    0.000    0.010    0.010 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/array_algos/take.py:1(<module>)
    15738    0.003    0.000    0.010    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/reshape/concat.py:754(<genexpr>)
     5248    0.007    0.000    0.010    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/api.py:330(_sanitize_and_check)
    20791    0.008    0.000    0.010    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/construction.py:685(_sanitize_non_ordered)
 1628/591    0.003    0.000    0.010    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/visitor.py:61(generic_visit)
    59467    0.010    0.000    0.010    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/base.py:1671(name)
        1    0.000    0.000    0.010    0.010 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/api.py:1(<module>)
   108718    0.010    0.000    0.010    0.000 /usr/lib/python3.11/typing.py:2214(cast)
    27948    0.010    0.000    0.010    0.000 {method 'index' of 'range' objects}
     1296    0.003    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
       16    0.010    0.001    0.010    0.001 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/array_algos/take.py:352(_view_wrapper)
     5246    0.008    0.000    0.010    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/concat.py:202(_maybe_reindex_columns_na_proxy)
    15738    0.007    0.000    0.009    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/generic.py:6274(<genexpr>)
     4936    0.007    0.000    0.009    0.000 /usr/lib/python3.11/typing.py:1277(__setattr__)
      143    0.000    0.000    0.009    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/util/_decorators.py:484(__call__)
    10496    0.004    0.000    0.009    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:219(_can_consolidate)
    88854    0.009    0.000    0.009    0.000 {method 'items' of 'dict' objects}
      654    0.009    0.000    0.009    0.000 {method 'read' of '_io.BufferedReader' objects}
    40215    0.009    0.000    0.009    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:718(dtype)
    19248    0.006    0.000    0.009    0.000 <frozen _collections_abc>:786(keys)
    20990    0.009    0.000    0.009    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:214(is_extension)
        2    0.000    0.000    0.009    0.005 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/util/_decorators.py:325(wrapper)
        2    0.000    0.000    0.009    0.005 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/generic.py:3794(to_csv)
        2    0.000    0.000    0.009    0.004 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/formats/format.py:965(to_csv)
        1    0.000    0.000    0.009    0.009 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/xyzservices/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/branca/colormap.py:568(<dictcomp>)
        1    0.000    0.000    0.009    0.009 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/branca/colormap.py:591(<dictcomp>)
    38446    0.009    0.000    0.009    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/frame.py:655(_constructor)
    23384    0.008    0.000    0.008    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.008    0.008 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/api/typing/__init__.py:1(<module>)
     5482    0.003    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
    33192    0.008    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/compat/numpy/function.py:64(__call__)
        2    0.000    0.000    0.008    0.004 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:246(save)
     5246    0.006    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/api.py:277(<listcomp>)
        1    0.000    0.000    0.008    0.008 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/folium/map.py:388(Popup)
    15738    0.005    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/managers.py:937(<genexpr>)
    73442    0.008    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:266(mgr_locs)
    31476    0.008    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/concat.py:584(<genexpr>)
     5246    0.007    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/frozen.py:76(__getitem__)
    10501    0.007    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:673(na_value_for_dtype)
      368    0.001    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/parser.py:801(parse_subscript)
    19269    0.008    0.000    0.008    0.000 /usr/lib/python3.11/collections/__init__.py:988(__init__)
      650    0.005    0.000    0.008    0.000 /usr/lib/python3.11/typing.py:1238(__init__)
    10103    0.004    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/concat.py:140(<genexpr>)
    30183    0.008    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/range.py:315(step)
    10013    0.008    0.000    0.008    0.000 {built-in method _codecs.utf_8_decode}
    20988    0.008    0.000    0.008    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/frame.py:1019(axes)
    45558    0.008    0.000    0.008    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.11/http/client.py:1(<module>)
     1353    0.003    0.000    0.007    0.000 /usr/lib/python3.11/typing.py:168(_type_check)
      447    0.007    0.000    0.007    0.000 {method 'findall' of 're.Pattern' objects}
     1368    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:392(cached)
        1    0.000    0.000    0.007    0.007 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/window/__init__.py:1(<module>)
      648    0.007    0.000    0.007    0.000 {built-in method io.open_code}
        2    0.000    0.000    0.007    0.004 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:272(_save)
        2    0.000    0.000    0.007    0.004 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:305(_save_body)
     2235    0.007    0.000    0.007    0.000 {built-in method numpy.arange}
    39561    0.007    0.000    0.007    0.000 {method 'decode' of 'bytes' objects}
    19269    0.007    0.000    0.007    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:255(__init__)
        1    0.000    0.000    0.007    0.007 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/series.py:1(<module>)
        2    0.002    0.001    0.007    0.003 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:315(_save_chunk)
      720    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
    19221    0.007    0.000    0.007    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/folium/utilities.py:102(<listcomp>)
    33194    0.007    0.000    0.007    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/base.py:1176(_maybe_disallow_fill)
        1    0.000    0.000    0.007    0.007 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/folium/map.py:114(LayerControl)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.11/concurrent/futures/__init__.py:1(<module>)
    12/10    0.000    0.000    0.006    0.001 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:1156(visit_For)
        1    0.000    0.000    0.006    0.006 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/requests/utils.py:1(<module>)
     9419    0.006    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/getlimits.py:696(min)
        1    0.000    0.000    0.006    0.006 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/_config/__init__.py:1(<module>)
    19638    0.006    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:418(outdent)
     9610    0.005    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/folium/utilities.py:143(if_pandas_df_convert_to_numpy)
    27948    0.006    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexing.py:2549(_convert_key)
      678    0.004    0.000    0.006    0.000 /usr/lib/python3.11/re/_compiler.py:241(_optimize_charset)
    57859    0.006    0.000    0.006    0.000 {method 'values' of 'dict' objects}
    56780    0.006    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/base.py:6672(_maybe_cast_indexer)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.11/concurrent/futures/_base.py:1(<module>)
    19271    0.006    0.000    0.006    0.000 {built-in method _functools.reduce}
    10492    0.005    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/generic.py:6267(<genexpr>)
  140/138    0.000    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/compiler.py:1839(visit_Call)
    10496    0.005    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1331(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.006    0.006 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/frame.py:509(DataFrame)
    13974    0.006    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexing.py:305(loc)
        1    0.000    0.000    0.006    0.006 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/json/__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/window/ewm.py:1(<module>)
      678    0.001    0.000    0.006    0.000 /usr/lib/python3.11/typing.py:245(_collect_parameters)
    15562    0.004    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1270(is_1d_only_ea_dtype)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.11/ssl.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/compat/__init__.py:1(<module>)
     9609    0.006    0.000    0.006    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      317    0.001    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/numpy/core/overrides.py:142(decorator)
    10492    0.004    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/base.py:7719(<genexpr>)
    30183    0.006    0.000    0.006    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/indexes/range.py:280(start)
      797    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:169(__enter__)
    10973    0.003    0.000    0.005    0.000 /usr/lib/python3.11/re/_parser.py:252(get)
        1    0.000    0.000    0.005    0.005 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/branca/element.py:462(Div)
        1    0.000    0.000    0.005    0.005 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/_config/config.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.11/email/parser.py:1(<module>)
    24466    0.005    0.000    0.005    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/internals/managers.py:246(items)
    12/10    0.000    0.000    0.005    0.001 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/parser.py:234(parse_for)
        1    0.000    0.000    0.005    0.005 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/io/json/_json.py:1(<module>)
    38444    0.005    0.000    0.005    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/pandas/core/series.py:660(_constructor)
    19265    0.005    0.000    0.005    0.000 /home/students/inf/i/ik448298/Desktop/Python/Projekt_new/tests/busenv/lib/python3.11/site-packages/jinja2/runtime.py:227(resolve_or_missing)
      996    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.11/logging/__init__.py:1(<module>)
    59670    0.005    0.000    0.005    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.11/email/feedparser.py:1(<module>)
